# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = code_1_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
# id = 1
# data
#   file = C:\Users\Studia\AppData\Local\Temp\tmpgr61_l4i\reep_dqc.json
# init = 2 (Default)
# random
#   seed = 48138
# output
#   file = C:\Users\Studia\AppData\Local\Temp\tmpgr61_l4i\code_1-202104142005-1-pqvw005k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.26.1
# stancflags = 
lp__,accept_stat__,lambda,y_sim.1,y_sim.2,y_sim.3,y_sim.4,y_sim.5,y_sim.6
0,0,48.3435,47,53,51,40,33,64
0,0,172.666,168,179,184,175,160,178
0,0,128.844,129,126,134,131,101,144
0,0,216.225,196,235,234,220,206,208
0,0,26.0854,33,21,24,22,22,34
0,0,3.15273,2,2,6,4,4,5
0,0,39.6485,36,44,49,30,41,36
0,0,113.007,103,133,115,102,124,103
0,0,4.40265,9,2,0,7,3,1
0,0,5.91611,5,4,3,4,8,6
0,0,29.7049,37,35,36,34,29,38
0,0,11.6614,11,13,14,13,12,10
0,0,70.3539,71,67,85,76,69,83
0,0,82.0017,68,63,95,82,89,81
0,0,98.8964,83,100,94,97,90,108
0,0,4.68513,7,3,2,1,5,10
0,0,52.493,53,61,67,44,45,57
0,0,97.7448,104,90,101,91,110,98
0,0,59.4871,68,52,61,61,61,43
0,0,18.2408,25,18,20,21,14,20
0,0,107.125,115,85,90,96,122,95
0,0,33.5439,38,26,45,47,31,30
0,0,100.127,97,114,93,93,104,76
0,0,170.625,204,173,173,151,156,169
0,0,22.4711,21,24,22,23,14,29
0,0,89.18,95,102,99,93,99,115
0,0,90.9209,100,81,91,75,92,91
0,0,83.858,76,109,90,91,74,80
0,0,120.173,119,139,115,99,123,113
0,0,3.57519,2,6,4,3,3,4
0,0,25.13,26,33,18,26,35,32
0,0,132.644,143,141,141,126,120,151
0,0,78.6306,75,70,81,84,77,83
0,0,23.0782,22,26,27,24,34,23
0,0,38.6037,35,41,46,42,33,40
0,0,217.375,210,237,195,218,210,214
0,0,0.344103,1,0,0,0,0,1
0,0,73.2748,67,89,67,73,79,74
0,0,131.977,141,121,115,135,127,116
0,0,1.63386,1,4,1,2,4,2
0,0,118.976,126,110,117,115,121,103
0,0,141.232,132,143,157,140,140,142
0,0,244.641,255,229,229,266,235,204
0,0,17.8475,21,17,17,16,18,23
0,0,170.759,195,180,177,161,156,158
0,0,71.3208,76,70,82,71,67,76
0,0,169.539,191,170,167,144,167,167
0,0,17.8179,18,9,13,12,18,19
0,0,94.3206,112,93,77,91,83,99
0,0,90.8517,86,88,97,78,106,87
0,0,10.9308,17,12,12,16,14,11
0,0,48.3095,48,41,42,51,47,48
0,0,52.9773,57,41,60,56,49,58
0,0,58.0467,58,65,52,46,54,45
0,0,52.3479,51,48,67,50,50,47
0,0,175.844,190,171,183,180,175,172
0,0,83.2498,84,82,84,71,85,74
0,0,50.2282,44,66,49,49,71,52
0,0,288.169,263,308,301,275,261,264
0,0,53.8103,44,48,47,65,51,57
0,0,61.7116,72,61,76,74,55,60
0,0,65.8041,60,75,74,61,47,78
0,0,54.9145,57,59,60,62,53,62
0,0,175.133,181,162,176,162,157,194
0,0,47.1661,62,38,48,50,35,43
0,0,52.3905,48,40,39,51,44,69
0,0,11.2432,9,9,7,7,11,9
0,0,52.4854,49,68,55,55,54,43
0,0,15.8093,14,12,11,11,12,20
0,0,42.6024,38,42,38,40,42,51
0,0,82.4416,65,94,89,79,62,71
0,0,45.4962,51,47,38,34,44,48
0,0,30.1801,39,24,34,28,26,29
0,0,30.8309,29,36,33,33,31,19
0,0,145.061,152,152,143,133,143,128
0,0,85.7597,98,87,74,82,75,90
0,0,4.68224,4,5,6,6,6,3
0,0,110.721,113,103,91,120,117,117
0,0,31.9842,34,41,31,38,36,35
0,0,23.3866,27,20,28,24,22,17
0,0,25.9825,25,28,36,24,21,27
0,0,35.1251,38,44,39,31,22,37
0,0,30.7393,28,33,28,29,27,27
0,0,166.487,171,161,154,159,150,172
0,0,29.3055,28,42,34,19,33,18
0,0,51.8455,66,60,61,51,40,52
0,0,160.669,186,158,140,181,157,165
0,0,78.086,72,85,100,60,67,85
0,0,14.1523,18,12,9,16,12,10
0,0,51.628,57,53,55,53,54,74
0,0,54.2345,48,59,49,61,58,49
0,0,15.8846,18,13,12,21,10,20
0,0,127.037,145,143,114,158,107,140
0,0,58.1911,59,56,58,69,52,67
0,0,45.0317,38,46,50,48,52,42
0,0,67.5268,60,56,70,72,61,79
0,0,5.97561,11,3,9,11,9,5
0,0,39.3034,49,40,42,31,40,46
0,0,128.799,122,123,141,120,133,124
0,0,51.6886,51,49,50,70,48,54
0,0,98.4142,97,119,102,104,86,109
0,0,39.616,44,31,33,38,47,46
0,0,69.4697,71,71,81,75,67,61
0,0,83.2549,96,83,75,78,92,83
0,0,77.4219,88,75,66,71,80,73
0,0,65.4941,62,58,75,67,65,72
0,0,54.6186,56,56,52,60,58,66
0,0,131.437,122,142,141,150,127,137
0,0,85.0272,77,87,89,86,75,73
0,0,85.8107,79,106,73,90,73,91
0,0,0.76477,0,1,1,2,0,0
0,0,95.805,90,85,97,88,84,91
0,0,18.4392,20,23,12,19,25,23
0,0,112.171,103,113,119,113,104,96
0,0,90.7437,110,68,102,82,88,96
0,0,91.9089,95,111,88,82,88,95
0,0,72.8587,78,71,74,82,79,72
0,0,118.185,115,113,108,117,117,115
0,0,45.5049,45,39,48,39,49,46
0,0,8.62969,11,7,8,7,7,6
0,0,104.025,113,96,95,100,107,104
0,0,85.3954,87,89,96,97,77,87
0,0,76.4063,80,80,83,93,78,77
0,0,79.2779,81,84,71,83,68,73
0,0,41.3889,47,29,37,42,37,35
0,0,102.417,107,104,110,110,103,100
0,0,102.791,128,102,90,95,98,108
0,0,96.4436,97,97,95,104,104,106
0,0,206.084,217,206,199,212,222,222
0,0,5.98484,5,4,8,2,6,6
0,0,102.272,109,109,85,111,115,95
0,0,86.5754,101,89,76,99,89,79
0,0,5.82471,4,5,4,2,6,3
0,0,17.9981,13,17,17,8,19,17
0,0,214.092,196,182,216,229,199,218
0,0,22.7659,23,25,18,16,30,17
0,0,51.0278,51,55,47,49,55,46
0,0,4.56882,1,3,6,4,3,0
0,0,192.946,190,207,215,179,192,206
0,0,76.5026,69,80,70,83,100,89
0,0,133.821,142,129,129,141,145,116
0,0,86.9501,84,82,79,78,83,84
0,0,83.8539,90,87,96,71,72,82
0,0,106.197,103,106,123,102,104,112
0,0,152.06,185,134,142,158,158,163
0,0,22.1581,20,10,23,16,26,17
0,0,138.637,140,127,149,120,150,163
0,0,3.40586,1,2,2,6,6,1
0,0,144.176,139,140,147,168,144,140
0,0,112.102,134,108,130,130,116,113
0,0,16.9049,19,10,19,14,13,27
0,0,153.704,126,140,136,141,158,148
0,0,150.116,152,130,143,138,137,144
0,0,94.5139,94,81,92,94,106,103
0,0,101.521,95,71,102,109,104,85
0,0,94.4375,86,103,88,91,102,98
0,0,12.0288,17,12,5,14,12,12
0,0,104.143,110,105,93,105,109,95
0,0,76.8811,79,79,72,74,67,73
0,0,200.254,212,193,207,199,194,201
0,0,74.536,81,81,67,70,66,71
0,0,28.5474,34,30,38,25,31,28
0,0,56.4401,55,53,68,56,52,50
0,0,229.456,196,243,227,245,223,222
0,0,143.704,155,143,150,140,148,160
0,0,36.9182,53,32,39,37,41,37
0,0,68.5019,81,67,68,64,71,58
0,0,6.24256,7,3,6,9,3,5
0,0,58.11,54,61,54,53,61,57
0,0,0.918789,3,0,1,1,0,0
0,0,46.5684,45,38,39,45,40,47
0,0,64.3718,52,62,75,60,55,65
0,0,10.1628,11,15,10,10,16,14
0,0,31.5403,32,41,20,31,26,28
0,0,117.835,95,112,102,145,117,115
0,0,3.75176,0,1,3,6,6,7
0,0,125.495,124,118,128,128,131,137
0,0,44.004,49,47,34,48,37,35
0,0,26.4324,22,28,26,31,34,23
0,0,182.613,191,203,160,174,175,189
0,0,199.618,214,189,187,194,224,218
0,0,86.4304,79,80,83,80,82,86
0,0,176.151,165,186,199,169,153,180
0,0,89.1584,75,84,96,85,93,90
0,0,41.3956,34,36,54,39,42,36
0,0,129.559,144,139,131,108,118,129
0,0,75.112,63,68,89,65,75,72
0,0,156.021,141,152,165,149,156,165
0,0,16.4966,17,14,14,8,12,16
0,0,70.0982,81,69,68,54,49,59
0,0,169.702,137,180,170,192,181,184
0,0,206.969,220,191,237,243,214,221
0,0,29.1629,30,46,21,22,24,37
0,0,14.2936,14,8,16,16,19,14
0,0,2.77507,2,1,5,4,3,4
0,0,125.601,118,134,142,135,134,130
0,0,13.8328,13,18,17,15,13,19
0,0,24.1434,27,21,24,18,22,23
0,0,132.176,123,137,121,131,132,130
0,0,7.85667,10,6,6,13,5,8
0,0,11.5856,12,11,15,11,13,11
0,0,15.1009,12,15,13,17,19,10
0,0,66.84,69,62,78,66,68,63
0,0,140.061,145,133,137,142,127,109
0,0,23.2006,24,28,34,25,29,19
0,0,146.093,142,133,159,148,151,139
0,0,270.841,267,285,240,284,270,276
0,0,214.318,222,255,241,236,220,214
0,0,120.116,102,129,118,134,121,115
0,0,73.5533,72,69,81,83,86,73
0,0,374.693,377,358,383,352,389,373
0,0,88.5633,93,86,88,85,88,73
0,0,13.0482,9,9,11,13,15,7
0,0,40.9454,51,39,45,33,45,34
0,0,150.007,164,143,168,145,139,153
0,0,91.415,87,91,94,99,94,101
0,0,185.731,201,189,206,155,193,171
0,0,170.866,172,151,167,180,171,177
0,0,120.247,125,108,137,106,130,120
0,0,152.154,161,152,162,162,161,148
0,0,142.652,144,143,146,146,133,141
0,0,177.95,205,174,199,204,163,161
0,0,97.2388,103,98,90,102,109,88
0,0,111.709,118,115,108,106,118,127
0,0,0.450086,2,0,1,0,1,1
0,0,29.9181,32,31,29,22,32,26
0,0,389.9,368,418,414,408,380,367
0,0,64.0435,72,70,74,57,55,58
0,0,115.042,127,114,123,109,127,125
0,0,112.463,108,146,109,111,107,120
0,0,153.415,162,157,137,140,164,155
0,0,244.366,249,279,227,245,247,255
0,0,54.7205,44,62,64,51,54,44
0,0,55.9282,59,68,51,58,54,55
0,0,79.7924,73,86,59,87,69,73
0,0,54.761,50,58,53,51,58,61
0,0,71.1258,66,69,77,79,77,96
0,0,262.569,256,318,255,297,248,261
0,0,46.948,47,46,51,36,56,38
0,0,37.4711,29,42,38,41,34,41
0,0,58.7152,54,65,70,56,54,60
0,0,12.0307,9,13,11,10,11,14
0,0,35.7087,26,28,44,26,30,30
0,0,108.934,111,119,118,113,103,98
0,0,66.2822,61,57,64,62,64,85
0,0,39.688,38,38,36,33,44,54
0,0,64.5349,72,60,65,57,67,70
0,0,296.257,300,319,276,309,291,294
0,0,16.0744,12,16,10,20,10,15
0,0,133.818,128,120,138,126,145,102
0,0,93.8246,103,100,99,78,103,112
0,0,119.859,121,133,135,150,127,126
0,0,242.097,224,248,248,242,256,235
0,0,47.5426,30,47,47,42,50,54
0,0,150.41,143,128,164,155,156,148
0,0,49.4864,56,50,48,54,41,57
0,0,164.451,161,144,175,181,168,165
0,0,19.126,12,17,21,21,15,18
0,0,169.902,186,151,156,169,138,159
0,0,52.2856,39,47,53,61,49,48
0,0,138.249,145,149,140,130,129,141
0,0,160.559,140,161,180,145,141,148
0,0,362.518,392,353,350,374,367,362
0,0,81.0387,62,86,80,83,79,82
0,0,14.3794,19,16,14,12,14,16
0,0,145.422,146,159,138,143,153,127
0,0,163.192,167,160,165,166,161,136
0,0,155.394,167,138,153,161,179,155
0,0,191.825,189,185,172,174,205,193
0,0,40.2931,40,38,32,37,29,47
0,0,59.7568,52,75,62,59,61,80
0,0,256.535,258,256,272,257,241,262
0,0,18.5882,20,14,17,14,14,18
0,0,91.2605,92,82,101,100,95,75
0,0,68.6367,75,52,74,59,71,69
0,0,12.4091,10,9,7,15,12,12
0,0,155.524,161,161,142,163,156,158
0,0,90.3659,86,79,104,81,86,87
0,0,55.936,48,49,67,54,62,53
0,0,202.245,210,202,188,187,213,215
0,0,6.34658,6,11,3,5,6,6
0,0,121.711,136,117,131,109,121,116
0,0,93.0126,95,99,74,79,81,93
0,0,31.5122,33,30,27,25,26,25
0,0,51.5713,50,81,59,58,56,51
0,0,216.186,206,224,208,206,231,205
0,0,199.086,201,209,202,193,213,208
0,0,127.949,114,129,124,111,120,135
0,0,24.697,28,31,26,24,29,30
0,0,154.891,151,143,174,134,141,155
0,0,69.2541,70,83,68,66,75,74
0,0,1.3381,1,2,0,1,1,1
0,0,135.566,133,139,161,113,131,160
0,0,69.3119,64,65,75,61,67,84
0,0,91.5831,99,97,93,114,95,84
0,0,202.167,197,212,232,227,199,197
0,0,181.851,169,172,150,198,170,169
0,0,62.5321,57,67,68,65,65,54
0,0,98.1352,90,100,86,90,92,110
0,0,104.431,104,96,101,109,105,100
0,0,14.3635,17,22,15,16,16,11
0,0,40.3672,38,41,49,46,46,31
0,0,78.9217,80,66,61,85,93,82
0,0,46.1023,51,50,54,45,40,54
0,0,124.096,117,137,103,97,128,130
0,0,58.1523,56,68,63,61,62,66
0,0,234.583,234,205,235,240,237,230
0,0,25.9082,15,23,20,27,27,27
0,0,189.431,229,191,202,208,194,173
0,0,10.3106,12,7,12,12,9,15
0,0,34.4083,27,45,44,32,33,29
0,0,23.4977,17,20,28,27,26,27
0,0,267.949,261,253,256,264,255,258
0,0,58.1914,59,55,62,59,64,51
0,0,159.959,174,173,176,167,178,155
0,0,8.57002,10,9,4,10,9,5
0,0,107.958,92,118,93,109,115,117
0,0,89.5142,86,106,82,85,85,87
0,0,117.649,113,109,117,119,103,115
0,0,186.422,191,183,184,187,183,190
0,0,13.0478,15,12,20,11,16,8
0,0,36.9551,40,30,39,36,32,44
0,0,97.0427,97,108,101,102,116,89
0,0,49.9025,60,47,50,46,43,41
0,0,116.974,118,116,128,128,121,110
0,0,123.881,136,120,121,108,140,133
0,0,12.9098,14,17,19,13,11,14
0,0,79.6602,78,84,76,78,93,70
0,0,187.986,172,191,208,193,163,200
0,0,233.64,225,259,268,261,214,233
0,0,74.531,71,86,68,60,82,68
0,0,36.2391,30,40,32,32,27,37
0,0,24.9183,23,20,27,21,28,16
0,0,135.35,149,173,145,132,133,137
0,0,59.5667,52,71,73,59,55,68
0,0,16.5542,17,18,19,16,16,17
0,0,90.4572,78,90,108,92,98,90
0,0,8.43395,9,8,12,7,7,15
0,0,3.34491,4,1,2,3,2,5
0,0,67.9585,61,76,65,64,54,66
0,0,7.23824,10,4,6,9,7,6
0,0,105.651,113,106,88,118,105,93
0,0,278.072,291,258,262,281,274,286
0,0,133.062,124,132,126,140,137,124
0,0,2.9986,3,1,0,2,4,1
0,0,54.4309,57,50,54,65,63,62
0,0,151.297,119,146,151,153,160,148
0,0,19.6682,25,23,18,16,13,20
0,0,23.5738,23,22,23,24,31,25
0,0,65.7994,45,64,63,61,59,65
0,0,100.95,119,88,93,97,101,92
0,0,43.2163,44,39,49,38,33,43
0,0,53.612,65,51,61,42,52,64
0,0,71.8889,61,75,52,87,87,73
0,0,32.7536,29,34,30,23,38,24
0,0,24.3021,21,28,23,26,20,19
0,0,26.2,25,28,30,34,24,30
0,0,308.027,287,324,285,307,304,265
0,0,174.4,163,167,179,180,182,194
0,0,108.878,108,114,81,110,111,115
0,0,232.241,227,240,221,260,239,238
0,0,13.9784,9,16,15,10,12,7
0,0,77.7764,76,73,92,84,57,86
0,0,46.4325,45,48,45,54,39,44
0,0,120.494,126,130,135,100,114,128
0,0,84.825,87,99,92,86,109,95
0,0,123.724,124,138,121,114,110,115
0,0,67.946,75,66,83,74,66,60
0,0,95.1451,98,83,91,97,93,100
0,0,81.5959,79,90,100,96,82,98
0,0,219.451,240,236,229,241,221,196
0,0,72.8385,72,58,60,64,76,69
# 
#  Elapsed Time: 0 seconds (Warm-up)
#                0.018 seconds (Sampling)
#                0.018 seconds (Total)
# 
